session_id,birth_year,native_eng,is_prolific,n_rated
6d84e4c4-9e86-499e-8bb0-4ce5043f1455,2009,True,False,5
6e09f577-4e7d-4937-b93a-5f4ed73dff1a,1979,True,False,15
6f1ed9da-66e1-4113-aac5-336b1edf1a05,1994,True,False,10
6f3dc088-39f0-4955-89be-a764e222a19b,1984,True,False,5
702cfab1-7df8-42ea-901c-ba067347b3ad,2000,False,False,5
72f88acc-f7c6-420e-91d8-1bbe307961f0,2005,True,False,5
762ccd3d-2bbb-4e54-b51c-27f5cd78e0c3,2008,True,,5
77aa8f71-fdfa-4905-9b39-9c2cccce5143,2001,False,False,5
784c0163-4755-4be3-80a8-4a3a4b79ce20,2005,True,False,15
78c79b76-c9ed-418c-be99-dd58075947b0,2007,True,False,5
795ab7c0-6747-4f6a-af85-07bbff0c926b,2000,True,,25
79a29648-0581-4b83-8c51-9834fac5f6c7,1987,True,False,5
79dbf7a3-4c0e-4832-9f8b-48dbda83e979,1982,True,False,15
79e66b8a-d87d-4a7e-b331-d01f14a8e81d,1999,True,False,5
7bd1fb98-19c2-4a7a-bd50-edd464cd788e,2002,True,False,5
7bdb92db-312d-4fae-882d-2f9078b44bea,2005,True,False,15
7c00e4a6-728e-4d44-9a09-e3fc9fc686f6,2002,True,False,5
7c4f43eb-b987-4dd5-bccc-a4174d84befd,2005,False,False,5
7d05646c-ff33-461e-8990-ed2ff208d4c4,2007,True,False,5
7e74fe8e-60de-4bdf-a6fc-9bc1f4d0385f,2006,True,,10
7e7e90ce-8b54-4ece-9e85-141ba1cd69c7,2003,True,False,20
7ee2eca1-5281-4e23-b4e7-9735fca31ecd,1950,True,False,5
804b4ae9-d080-4a24-857a-f6a56269411c,1993,True,False,30
809f0144-f420-4188-9fe3-ea2ac563c718,2003,True,False,10
81870a21-c14b-42de-bba0-d35bad73dec4,2008,True,,10
81b559cd-431a-40c7-87e1-38cdbae6bb76,2001,False,False,20
824ee8cf-25ea-41f3-b930-3a0e2073311b,1989,False,False,10
8258692a-eabf-4d93-b433-394bab996388,1995,True,False,5
83447a88-31d6-4899-b9e0-6211d17ab7fa,2003,True,False,15
83c7d49b-a0a4-4d65-9864-74b40f11b895,2004,True,False,5
83cf028e-3e70-49ac-8406-c130058968a1,1992,False,False,10
84082957-cf91-4498-be32-b27833fb436d,2007,False,,10
8412d415-1a81-4b8e-97c6-ed6a379685d2,2003,True,False,30
85f74e15-cd40-448d-9a80-657037ee05f7,2009,True,,10
8620dfa8-2a6a-4262-b69b-801c9c8c2ddc,1920,False,False,5
880f2acd-bd90-47a2-a369-3c8a77f068c2,2001,True,False,10
8844c886-0de4-4818-bbcb-3753bde21d45,2007,False,,5
8b5b85e8-d5d7-45e4-90b9-19dede6b2960,2007,True,False,30
8c20b05f-8138-498a-ba00-0bbb61001793,1997,False,False,5
8c6e18ae-40fc-4c79-a493-c254a6104161,2003,True,False,5
8dccbdde-5105-4316-9888-ca8b70a54271,1983,False,False,25
90a7412e-6f96-431e-9d49-f97db70ea8a4,2005,True,False,15
911668d6-2820-404f-a090-3286fb3cf9bd,1999,True,False,10
931f22a0-e4d8-47e3-ba20-cfa73bbd1044,2009,True,False,5
934e92ee-4d8e-46e8-8394-73e5ca5826f6,1990,True,False,10
94fdee59-9a3e-44bd-902d-fb89885b3afa,2000,True,False,5
9599208c-8666-4954-b7de-d2e7dba74f3c,2009,True,,10
962e3365-7c36-4b70-bc48-1bbd59c19c12,2007,False,False,5
964bbaa6-82df-4f99-ba1b-282417dbe5e3,2008,True,,25
974ea499-972a-4d8d-a5f7-88512bdd8572,1993,True,False,30
97cac537-53ff-476f-8aef-a30ec313fd08,2006,True,False,5
984062a1-4da1-48bc-8c69-fa071a73f851,1995,True,,5
9913f175-64cf-4728-9df5-6cdec4f4bb00,2010,True,False,5
99c7d8a3-24a5-488f-9d91-a00100eed480,2004,False,False,20
9a54590b-9fcd-4001-9bbc-58b09676cf10,1996,True,False,10
9ad3bb13-7a0c-4aa6-8e4c-3dd3e766be2b,2009,True,,10
9ae48097-e110-4d74-9da5-adb4b832fd59,2000,True,False,10
9b04b2b9-36c6-4d49-a09c-a6f5f77f6756,1998,True,False,10
9c39db8e-f927-4ebe-906e-999faf1c62a1,1998,False,False,5
9da9a538-0ced-4cc5-84de-09ab99349862,1991,True,False,15
9df86baa-9994-4c4b-ba61-1233a84f002b,2004,True,False,5
9e0b86e4-fdc8-4a29-8965-297a00abd233,2002,False,False,5
9e2029f1-2e09-41b2-b8e3-11df432d9676,2010,True,False,5
9e69fef9-3e5d-410f-b413-f540c56b03a8,2007,True,False,10
9f0a6f45-d334-4e16-b226-d94e30131ce5,1998,True,False,10
9f624392-b1a5-4482-84f6-2203f78d4760,1994,True,False,5
9f925cb6-0a70-4135-8fa0-0a107cf43857,2007,True,,5
a02f90ba-714a-4ae7-addb-f569cce2756e,1997,True,False,5
a51d46d5-e43f-4e54-8614-05e24aa90e0a,2008,True,,5
a5530bd1-8f57-406a-ae99-2899b197299b,2010,True,False,50
a64deac5-aec8-43e9-ab48-320439362f9b,2002,True,False,5
a7af6ef6-d042-4bf9-9a63-1f983577fdfc,1998,True,False,25
a8845979-208f-4b00-a6cc-813050168338,2010,True,False,15
a8abcfa8-9197-4369-818f-a1a23182da5c,1993,False,False,20
a9c2876a-94a5-4229-8ddd-02750ef0f53d,1997,True,False,5
aa73e0b1-6890-4b08-b577-c2f6f11b1060,2008,True,,10
ac7325c3-ec16-4867-9a3e-91ef4a1e7812,1998,True,False,10
ad072f0b-1a3c-4dc7-b3d7-3b205508588b,2008,True,,5
ad51ab7f-d771-4069-8531-acfb53885f56,1986,True,False,15
af6c933f-a068-4b3e-b9f7-3db2c3e4456e,1998,False,False,10
b0eea0c7-25e0-40c2-8074-860b05826767,2007,True,False,5
b1438a65-69d5-4452-99fc-ed1c2c6a4d5c,2006,True,False,5
b28acb2a-d9d9-4ae0-8fab-216199e89760,1997,True,False,10
b2b5031f-2ec8-4f7e-b490-26c219d0df31,1988,True,False,10
b2dc25b4-4a32-48a7-9984-a4b46561f0a5,2000,True,False,5
b557573c-255d-4325-9d89-0ba8749e218b,2006,True,False,5
b6499bfe-6e21-49a8-be29-36f32d86cd1c,2003,True,False,20
b6fd7136-e74a-4c2f-8ab6-854e1c14fe7c,2005,True,False,10
b72a7dc3-a44d-464a-a82d-447af159956e,2009,True,False,10
b905ad44-15b9-4005-9e62-13f87917671b,1991,True,False,10
b9e21039-6c84-4937-a8c1-764b9ce9571b,2009,True,False,5
ba0b25b6-b866-439e-b74f-c266fe29e6c5,1996,True,False,10
ba4da357-d7cd-45ca-a783-b8bedb0747e7,2004,True,False,5
bc2011db-ccb0-4be5-a0e7-964a55fc99dc,1976,True,False,5
bc2a7163-1abc-476a-98ee-1c7787a7e994,1995,True,False,10
bc59e106-9750-43e3-960f-db4d011e4e00,2006,False,False,5
bccb5ad0-9b3d-4a96-9fd3-1b15299f336d,2003,False,False,5
bcd0fd81-725e-4c12-b996-09c1577c5e8f,1992,True,False,10
be9d0753-9f4d-4e43-9241-9c7abbf43e9d,2003,True,False,5
bee7b607-60fc-44fd-9c08-95095ac8f013,1989,True,False,40
c00a447d-be4f-4cc2-a63d-cba8460b6808,2005,True,False,25
c02041c3-d98e-48c7-b91d-98c1224075bd,1998,True,False,5
c054263a-6da3-444d-8a7d-9066b19e00fa,1995,False,False,5
c0dc5853-47b4-485d-822d-aabe9222c62b,2010,True,False,5
c23eda9d-1a6a-4f73-b998-44f3be89a3e8,1999,False,False,10
c2dc9fba-6f86-4f0f-a8b8-f267b4b95920,2007,True,False,50
c3fa6d6a-cd87-4d4d-b966-1cac839fd660,2001,True,False,5
c4ec744f-261d-4104-98ee-eae41c8eec01,1992,True,False,5
c585d6c2-fc68-487a-a655-8a3e8866e5f5,2004,True,False,5
c606976b-1701-4bee-8df4-be1c36832bf3,1988,True,False,20
c6ab8d86-b371-4181-bd55-81618b5a6b28,2000,True,False,5
c7301784-3b90-4d64-8dbb-51eaac0ff671,1996,True,False,5
c73414d4-5a3e-4722-a030-9f7db5ba37bb,2005,True,False,15
c743f28b-f624-43c0-9aa8-8f893b9dca5b,1999,True,False,5
c7dd93e0-1ffd-4ffd-9182-e0e395025b6d,1990,True,False,20
c84b2ed5-88da-42d5-9813-3ec4fed613c1,2005,True,False,10
c8e1c4df-25d3-4f91-8a5d-cc6d63d93848,2008,True,False,5
c8e1e4d7-4998-4ee4-8e13-0054c74e26f0,2001,False,False,45
c983f867-50fc-4051-93d4-9bba7633a465,1996,True,False,15
ca391365-5ca0-4ad4-8e22-fa222b605b9e,2006,True,False,5
ca7967c8-1703-4db0-9f09-682399e74802,1994,True,False,5
ccec1726-0319-4f54-a8a8-61f1d7f9e0f7,1992,True,False,5
ce61dea7-601e-4806-9ab1-230e5fd8178d,2000,False,False,5
d02d9058-bb3f-4331-803d-570cb64f1681,2009,True,False,5
d150be6b-abcf-4094-987e-a906a92c42a2,2000,True,False,10
d248c86d-a809-429c-a76c-6bd4393a6bf1,2000,True,False,10
d255dabe-5c7d-4439-bff1-06b7f6a8c9d6,1996,False,False,5
d3dd099a-06b4-4947-a87c-0a755958f066,2000,False,False,5
d5ebd495-b732-479f-8fc8-fc01a98f3098,1920,True,,5
d5fd405b-6180-4d51-bc2d-90409ec7acf8,2007,False,False,50
d61bd44c-9aad-432c-b925-a17b69f54a3c,1920,True,False,5
d64ddc20-a45e-4401-928e-610b5582c2b0,1994,True,False,5
d7bef6d5-29a4-4075-8179-1246a6b19e06,2008,False,,25
d885cc84-9509-4362-9672-4b30088b4f42,1994,True,False,5
d91241a3-3145-434c-8671-ff960b6ed35c,1970,True,False,5
d96a4c7f-77de-4c47-9f55-9691c73e1556,1989,True,False,5
da4917cc-f2ce-41fe-a29e-a98711a7dbc7,1984,True,False,35
dac322d7-d991-40d3-bc40-2e861427df42,2007,True,,5
dbc67a39-ed9d-42bc-82ef-d6ce3ac9f2f9,2001,True,False,15
dd1e6ff1-4c67-4c59-acba-b62d4670be9d,2008,True,,5
de176253-4f17-4d92-9ea2-ddc0b2320d3d,1967,True,False,5
dfbb20e3-6925-4201-8e10-61f47e6ebfda,1997,True,False,5
e4e971b8-cb6b-43b8-bcb5-3f89a7878b60,1985,False,False,5
e539bd0e-8a1b-4334-ae03-528d64161863,2000,False,False,5
e614a0da-7147-48b6-b32d-391dd2926987,2000,True,False,5
e66669cc-8a4f-4284-8290-b61e55119423,2010,True,,15
e6e33168-6939-4f53-9a95-32ddbfc92c29,1981,False,False,5
e712b3aa-0cad-4963-b067-93cbac3f470c,1985,True,False,5
e75a9d9e-2b65-4bdc-b493-4dd224127a28,1999,True,False,25
e825005d-506d-4b44-9efd-604d2b3db0c0,1994,True,False,5
e871f016-03fa-4f7f-898c-d0c5243d7b03,2001,False,False,10
e883e5f0-a7ff-4554-8adf-4e03a5fa0d16,1993,True,False,10
ece6202d-c9da-42af-9e02-c728a642454d,1992,True,False,40
ecf8b1f7-a380-4a8b-a768-ace3fc741628,2009,True,,5
eee0005d-dc3d-499b-8718-5a4bcb9f0736,2001,False,False,5
f0d39716-a4ee-45e1-99ec-c9bfd2846c2d,1996,True,False,5
f265375d-650e-41de-8c9c-1d470e8cf83a,2004,True,False,15
f26ca6b6-c1e4-4064-aa13-c3cd88a1e89d,2002,True,True,5
f29b9635-2a40-4dc7-8603-d64f2e747c10,1997,True,False,15
f2a3f2b5-b272-4c91-812c-69d4069ebd11,2005,True,False,5
f303c037-5a49-486c-ba10-afd470014361,2008,True,,15
f396a3f8-b6c9-4b6c-b99c-dc9598fa98e0,2002,True,False,5
f3e024fb-af77-4c27-9223-a08adb272536,2006,True,False,10
f5669a8f-2ea3-411f-9284-ffd74aeba4e7,1999,False,False,5
f747d1a8-8bb4-4a93-bdee-f80510edff77,1993,True,False,25
f78b3525-b1ad-4a4b-9690-e93bd38a4a88,2010,True,False,50
f78c3175-2ede-4195-85f4-259f7b53017d,2007,True,False,5
f81a34ec-356d-48c1-bfe2-86fd698e1e5a,2002,True,False,10
f8cd1d6c-1592-4858-95d7-ba2208c9ed08,1998,True,False,20
fb04efe4-fc59-4863-afcf-4384e1020263,1992,True,False,15
fcfe7b4a-7841-4aa3-bebd-d36bc605ca82,2006,True,False,20
fd8b1a9b-4ac8-44ac-9e6f-915ee08410f8,2001,False,False,10
fdbf5382-4943-4358-8d29-db1602731078,2005,True,False,15
